rxn	name	ec	status	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	cofactors	n_participants	max_carbon	elements	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	is_transport	total_rings	n_groups_changed	dg_scale	absdiff_gc_eq	absdiff_gc_dgp	absdiff_eq_dgp
rxn04474	R06625		MI:C:-43/H:-59/N:-14/O:-37/P:-6/S:-2|CI:11	(3) Malonyl-CoA[0] <= (1) H2O[0] + (1) 3,5-Dihydroxyphenylacetyl-CoA[0]	1706.370	1092.320	-1.140	1707.510	h2o	3	29	C;H;N;O;P;S	R06625	R06625	1	2	0	7	10	1706.370	614.050	1707.510	1093.460
rxn03910	2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)	4.6.1.12	OK	(1) 2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol[0] <= (1) CMP[0] + (1) 2-C-methyl-D-erythritol2-4-cyclodiphosphate[0]	26.770	432.650	7.300	425.350		3	14	C;H;N;O;P	R05637	R05637	1	33	0	5	0	432.650	405.880	19.470	425.350
rxn28646	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	4.6.1.12	OK	(1) 2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol[0] <= (1) CMP[0] + (1) 2-C-methyl-D-erythritol2-4-cyclodiphosphate[0]	26.770	432.650	7.300	425.350		3	14	C;H;N;O;P	R05637	R05637	1	33	0	5	0	432.650	405.880	19.470	425.350
rxn40257	ATP:L-threonyl,bicarbonate adenylyltransferase	2.7.7.87	OK	(1) ATP[0] + (1) L-Threonine[0] + (1) H2CO3[0] <=> (1) H2O[0] + (1) PPi[0] + (1) H+[0] + (1) L-Threonylcarbamoyladenylate[0]	-17.740	289.390	26.390	307.130	atp;h;h2o;ppi	7	15	C;H;N;O;P	R10463	R10463	1	1	0	6	5	289.390	307.130	44.130	263.000
rxn00986	ATP:propanoate adenylyltransferase	6.2.1.1;6.2.1.17	OK	(1) ATP[0] + (1) Propionate[0] => (1) PPi[0] + (1) Propionyladenylate[0]	-11.130	281.990	19.010	293.120	atp;ppi	4	13	C;H;N;O;P	R01354	R01354	1	5	0	6	2	281.990	293.120	30.140	262.980
rxn35418	ATP:propanoate adenyltransferase	6.2.1.1;6.2.1.17	OK	(1) ATP[0] + (1) Propionate[0] => (1) PPi[0] + (1) Propionyladenylate[0]	-11.130	281.990	19.010	293.120	atp;ppi	4	13	C;H;N;O;P	R01354	R01354	1	5	0	6	2	281.990	293.120	30.140	262.980
rxn33029	ATP:propanoate adenyltransferase	6.2.1.1;6.2.1.17	OK	(1) PPi[0] + (1) Propionyladenylate[0] <= (1) ATP[0] + (1) Propionate[0]	11.130	-281.990	19.010	301.000	atp;ppi	4	13	C;H;N;O;P	R01354	R01354	1	5	0	6	2	281.990	293.120	7.880	301.000
rxn31212	acetyl-CoA synthetase (acetate-CoA ligase), putative	6.2.1.1	OK	(1) ATP[0] + (1) Acetate[0] => (1) PPi[0] + (1) Acetyl adenylate[0]	-9.590	281.500	13.940	291.090	atp;ppi	4	12	C;H;N;O;P	R00316	R00316	1	4	0	6	2	281.500	291.090	23.530	267.560
rxn32413	ATP:acetate adenylyltransferase	6.2.1.1	OK	(1) ATP[0] + (1) Acetate[0] => (1) PPi[0] + (1) Acetyl adenylate[0]	-9.590	281.500	13.940	291.090	atp;ppi	4	12	C;H;N;O;P	R00316	R00316	1	4	0	6	2	281.500	291.090	23.530	267.560
rxn00226	ATP:acetate adenylyltransferase	6.2.1.1	OK	(1) ATP[0] + (1) Acetate[0] => (1) PPi[0] + (1) Acetyl adenylate[0]	-9.590	281.500	13.940	291.090	atp;ppi	4	12	C;H;N;O;P	R00316	R00316	1	4	0	6	2	281.500	291.090	23.530	267.560
rxn07584	ATP:lipoate adenylyltransferase	2.7.7.63	OK	(1) ATP[0] + (1) Lipoate[0] => (1) PPi[0] + (1) Lipoyl-AMP[0]	-11.130	278.680	13.820	289.810	atp;ppi	4	18	C;H;N;O;P;S	R07770	R07770	1	2	0	8	2	278.680	289.810	24.950	264.860
rxn15699	ATP:lipoate adenylyltransferase	2.7.7.63	OK	(1) ATP[0] + (1) (R)-Lipoic acid[0] => (1) PPi[0] + (1) Lipoyl-AMP[0]	-11.130	278.680	13.820	289.810	atp;ppi	4	18	C;H;N;O;P;S	R07770	R07770	1	2	0	8	2	278.680	289.810	24.950	264.860
rxn00792	biotin:CoA ligase (AMP-forming)	6.2.1.11;6.3.4.10;6.3.4.11;6.3.4.15;6.3.4.9	OK	(1) ATP[0] + (1) BIOT[0] => (1) PPi[0] + (1) Biotinyl-5-AMP[0]	-11.130	278.680	13.820	289.810	atp;ppi	4	20	C;H;N;O;P;S	R01074	R01074	1	1	0	10	2	278.680	289.810	24.950	264.860
rxn19466	ATP:2,3-dihydroxybenzoate adenylyltransferase	2.7.7.58	OK	(1) ATP[0] + (1) 2,3-Dihydroxybenzoate[0] => (1) PPi[0] + (1) (2,3-Dihydroxybenzoyl)adenylate[0]	-11.130	278.670	34.110	289.800	atp;ppi	4	17	C;H;N;O;P	R01504	R01504	1	20	0	8	2	278.670	289.800	45.240	244.560
rxn01093	ATP:2,3-dihydroxybenzoate adenylyltransferase	2.7.7.58	OK	(1) ATP[0] + (1) 2,3-Dihydroxybenzoate[0] => (1) PPi[0] + (1) (2,3-Dihydroxybenzoyl)adenylate[0]	-11.130	278.670	34.110	289.800	atp;ppi	4	17	C;H;N;O;P	R01504	R01504	1	20	0	8	2	278.670	289.800	45.240	244.560
rxn07706	geranylgeranyl-diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase	2.5.1.-;2.5.1.32	MI:C:20/H:30/O:-7/P:-2|CI:2	(1) Geranylgeranyl diphosphate[0] <= (1) Phytoene[0]	585.490	873.990	-37.190	911.180		2	40	C;H;O;P	R07916	R07916	1	9	0	0	3	873.990	288.500	622.680	911.180
rxn31355	PSY (PHYTOENE SYNTHASE); geranylgeranyl-diphosphate geranylgeranyltransferase	2.5.1.-;2.5.1.32	MI:C:20/H:30/O:-7/P:-2|CI:2	(1) Geranylgeranyl diphosphate[0] <= (1) Phytoene[0]	585.490	873.990	-37.190	911.180		2	40	C;H;O;P	R07916	R07916	1	9	0	0	3	873.990	288.500	622.680	911.180
rxn40312		6.1.2.2	OK	(1) H2O[0] + (1) ATP[0] + (1) Carbamoylphosphate[0] => (1) Phosphate[0] + (1) PPi[0] + (1) H+[0] + (1) O-Carbamoyladenylate[0]	-11.040	273.940	5.700	284.980	atp;h;h2o;pi;ppi	7	11	C;H;N;O;P	R10541	R10541	1	1	0	6	1	273.940	284.980	16.740	268.240
rxn01238	5'-butyrylphosphoinosine butyrylhydrolase	3.6.1.20	OK	(1) H2O[0] + (1) 5'-Butyrylphosphoinosine[0] => (2) H+[0] + (1) IMP[0] + (1) Butyrate[0]	-16.170	-292.260	-22.150	276.090	h;h2o	5	14	C;H;N;O;P	R01690	R01690	1	1	0	6	1	292.260	276.090	5.980	270.110
rxn00232	5'-acetylphosphoadenosine acetylhydrolase	3.6.1.20	OK	(1) H2O[0] + (1) Acetyl adenylate[0] => (1) AMP[0] + (1) Acetate[0] + (2) H+[0]	-17.710	-289.930	-22.270	272.220	amp;h;h2o	5	12	C;H;N;O;P	R00322	R00322	1	1	0	6	1	289.930	272.220	4.560	267.660
rxn31208	acetyl-CoA synthetase (acetate-CoA ligase), putative	6.2.1.1	OK	(1) CoA[0] + (1) Acetyl adenylate[0] <=> (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0]	-10.420	-282.630	-15.030	272.210	amp;coa;h	5	23	C;H;N;O;P;S	R00236	R00236	1	3	0	12	2	282.630	272.210	4.610	267.600
rxn33484	acetyl adenylate:CoA acetyltransferase	6.2.1.1	OK	(1) CoA[0] + (1) Acetyl adenylate[0] <=> (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0]	-10.420	-282.630	-15.030	272.210	amp;coa;h	5	23	C;H;N;O;P;S	R00236	R00236	1	3	0	12	2	282.630	272.210	4.610	267.600
rxn00176	acetyl adenylate:CoA acetyltransferase	6.2.1.1	OK	(1) CoA[0] + (1) Acetyl adenylate[0] <=> (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0]	-10.420	-282.630	-15.030	272.210	amp;coa;h	5	23	C;H;N;O;P;S	R00236	R00236	1	3	0	12	2	282.630	272.210	4.610	267.600
rxn00675	Propionyladenylate:CoA propionyltransferase	6.2.1.1;6.2.1.17	OK	(1) CoA[0] + (1) Propionyladenylate[0] <=> (1) AMP[0] + (1) H+[0] + (1) Propionyl-CoA[0]	-10.420	-280.570	-17.510	270.150	amp;coa;h	5	24	C;H;N;O;P;S	R00926	R00926	1	4	0	12	2	280.570	270.150	7.090	263.060
rxn35424	propionyladenylate:CoA propionyltransferase	6.2.1.1;6.2.1.17	OK	(1) CoA[0] + (1) Propionyladenylate[0] <=> (1) AMP[0] + (1) H+[0] + (1) Propionyl-CoA[0]	-10.420	-280.570	-17.510	270.150	amp;coa;h	5	24	C;H;N;O;P;S	R00926	R00926	1	4	0	12	2	280.570	270.150	7.090	263.060
rxn31998	Propionyladenylate:CoA propionyltransferase	6.2.1.1;6.2.1.17	OK	(1) AMP[0] + (1) H+[0] + (1) Propionyl-CoA[0] <=> (1) CoA[0] + (1) Propionyladenylate[0]	10.420	280.570	-17.510	298.080	amp;coa;h	5	24	C;H;N;O;P;S	R00926	R00926	1	4	0	12	2	280.570	270.150	27.930	298.080
rxn02224	L-2-aminoadipate-6-semialdehyde:NAD(P)+ 6-oxidoreductase	1.2.1.31	OK	(1) ATP[0] + (1) L-2-Aminoadipate[0] <=> (1) PPi[0] + (1) alpha-Aminoadipoyl-C6-AMP[0]	12.570	279.420	13.820	266.850	atp;ppi	4	16	C;H;N;O;P	R03098	R03098	1	2	0	6	2	279.420	266.850	1.250	265.600
rxn00721	ATP:anthranilate N-adenylyltransferase	2.7.7.55	OK	(1) ATP[0] + (1) Anthranilate[0] => (1) PPi[0] + (1) H+[0] + (1) N-Adenylylanthranilate[0]	-20.000	194.760	70.270	214.760	atp;h;ppi	5	17	C;H;N;O;P	R00979	R00979	1	1	0	8	3	194.760	214.760	90.270	124.490
rxn00486	ATP:L-phenylalanine adenylyltransferase	2.7.7.54	OK	(1) ATP[0] + (1) L-Phenylalanine[0] => (1) PPi[0] + (2) H+[0] + (1) N-Adenylyl-L-phenylalanine[0]	-21.240	191.630	72.890	212.870	atp;h;ppi	5	19	C;H;N;O;P	R00687	R00687	1	1	0	8	3	191.630	212.870	94.130	118.740
rxn16726	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (viridiflorene-forming)	4.2.3.88	OK	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Viridiflorene[0]	-43.050	-247.280	-34.040	213.240	h;ppi	4	15	C;H;O;P	R09888	R09888	1	1	0	3	1	247.280	204.230	9.010	213.240
rxn16448	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(-)-alpha-gurjunene-forming]	4.2.3.72	OK	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) (-)-alpha-Gurjunene[0]	-43.050	-247.280	-34.350	212.930	h;ppi	4	15	C;H;O;P	R09606	R09606	1	1	0	3	1	247.280	204.230	8.700	212.930
rxn01030	ATP:agmatine N4-phosphotransferase	2.7.3.10	OK	(1) ATP[0] + (1) Agmatine[0] <=> (1) ADP[0] + (1) H+[0] + (1) N4-Phosphoagmatine[0]	10.220	210.510	108.260	200.290	adp;atp;h	5	10	C;H;N;O;P	R01417	R01417	1	1	0	6	3	210.510	200.290	98.040	102.250
rxn40315	kanamycin A:carbamoyl phosphate ligase (AMP,phosphate-forming)		OK	(1) Kanamycin A[0] + (1) O-Carbamoyladenylate[0] <=> (1) AMP[0] + (1) H+[0] + (1) 6''-O-Carbamoylkanamycin A[0]	-14.030	-210.020	-13.030	196.990	amp;h	5	19	C;H;N;O;P	R10544	R10544	1	1	0	12	2	210.020	195.990	1.000	196.990
rxn40314	tobramycin:carbamoyl phosphate ligase (AMP,phosphate-forming)		OK	(1) Tobramycin[0] + (1) O-Carbamoyladenylate[0] <=> (1) AMP[0] + (1) H+[0] + (1) Nebramycin factor 5'[0]	-14.030	-210.020	-15.850	195.990	amp;h	5	19	C;H;N;O;P	R10543	R10543	1	1	0	12	2	210.020	195.990	1.820	194.170
rxn14023	N,N-dimethyl-1,4-phenylenediamine, aniline:NADP+ oxidoreductase	1.7.1.6	CI:-1	(2) NADP[0] + (1) Aniline[0] + (1) p-Amino-N,N-dimethylaniline[0] <=> (2) NADPH[0] + (2) H+[0] + (1) Methyl yellow[0]	28.500	-133.520	-24.090	162.020	h;nadp;nadph	6	21	C;H;N;O;P	R05711	R05711	1	1	0	14	4	133.520	162.020	52.590	109.430
rxn03589	R05277	1.7.1.-	CI:4	(1) ABEE[0] + (1) Sulfanilic acid[0] <=> (4) H+[0] + (1) 4-Carboxy-4'-sulfoazobenzene[0]	-10.000	-163.520	-50.260	153.520	h	4	13	C;H;N;O;S	R05277	R05277	1	1	0	4	1	163.520	153.520	40.260	113.260
rxn15987	Geranylgeranyl diphosphate-lyase (fusicocca-2,10(14)-diene-forming)	4.2.3.43	OK	(1) Geranylgeranyl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Fusicocca-2,10(14)-diene[0]	-62.430	-214.940	-36.340	178.600	h;ppi	4	20	C;H;O;P	R09123	R09123	1	1	0	3	1	214.940	152.510	26.090	178.600
rxn04305	R06443		MI:C:-10/H:-14/N:-2/O:-11/P:-2|CI:2	(1) dTDP 1-ester with (6R)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran[0] <= (1) Maltol[0]	555.270	414.140	33.250	522.020		2	16	C;H;N;O;P	R06443	R06443	1	1	0	4	7	555.270	141.130	522.020	380.890
rxn16557	(S)-2,3-epoxysqualene mutase (cyclizing, isomultiflorenol-forming)	5.4.99.36	OK	(1) Squalene 2,3-oxide[0] => (1) Isomultiflorenol[0]	-112.810	-253.890	-30.890	223.000		2	30	C;H;O	R09711	R09711	1	1	0	6	4	253.890	141.080	81.920	223.000
rxn16753	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, delta-amyrin-forming)	5.4.99.55	OK	(1) Squalene 2,3-oxide[0] => (1) delta-Amyrin[0]	-112.810	-253.890	-32.820	221.070		2	30	C;H;O	R09915	R09915	1	1	0	6	4	253.890	141.080	79.990	221.070
rxn40117	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, Delta6-protoilludene-forming)	4.2.3.135	OK	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Delta6-Protoilludene[0]	-65.600	-202.140	-35.430	166.710	h;ppi	4	15	C;H;O;P	R10271	R10271	1	1	0	3	1	202.140	136.540	30.170	166.710
rxn04332	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, alpha-amyrin-forming)	5.4.99.40	OK	(1) Squalene 2,3-oxide[0] => (1) alpha-Amyrin[0]	-122.300	-254.690	-32.590	222.100		2	30	C;H;O	R06471	R06471	1	1	0	6	4	254.690	132.390	89.710	222.100
rxn16555	(S)-2,3-epoxysqualene mutase (cyclizing, thalianol-forming)	5.4.99.31	OK	(1) Squalene 2,3-oxide[0] => (1) Thalianol[0]	-51.080	-182.550	-22.980	159.570		2	30	C;H;O	R09709	R09709	1	1	0	4	4	182.550	131.470	28.100	159.570
rxn04528	R06696		MI:H:-2/O:1	(1) 5-Deoxodihydrokalafungin[0] <=> (1) Dihydrokalafungin[0]	-3.330	-134.110	-86.990	130.780		2	16	C;H;O	R06696	R06696	1	2	0	6	4	134.110	130.780	83.660	47.120
rxn16318	(S)-2,3-epoxysqualene mutase (cyclizing, taraxerol-forming)	5.4.99.35	OK	(1) Squalene 2,3-oxide[0] => (1) Taraxerol[0]	-121.630	-252.260	-31.210	221.050		2	30	C;H;O	R09476	R09476	1	1	0	6	4	252.260	130.630	90.420	221.050
rxn04330	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, beta-amyrin-forming)	5.4.99.39	OK	(1) Squalene 2,3-oxide[0] => (1) beta-Amyrin[0]	-121.630	-252.260	-33.500	218.760		2	30	C;H;O	R06469	R06469	1	1	0	6	4	252.260	130.630	88.130	218.760
rxn16747	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, glutinol-forming)	5.4.99.49	OK	(1) Squalene 2,3-oxide[0] => (1) Glutinol[0]	-121.630	-252.260	-33.510	218.750		2	30	C;H;O	R09909	R09909	1	1	0	6	4	252.260	130.630	88.120	218.750
rxn16556	(S)-2,3-epoxysqualene mutase (cyclizing, germanicol-forming)	5.4.99.34	OK	(1) Squalene 2,3-oxide[0] => (1) Germanicol[0]	-121.630	-252.260	-31.620	220.640		2	30	C;H;O	R09710	R09710	1	1	0	6	4	252.260	130.630	90.010	220.640
rxn16734	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, avermitilol-forming)	4.2.3.96	OK	(1) H2O[0] + (1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Avermitilol[0]	-58.990	-188.210	-14.770	173.440	h;h2o;ppi	5	15	C;H;O;P	R09896	R09896	1	1	0	3	2	188.210	129.220	44.220	173.440
rxn03853	R05567	1.14.15.-	OK	(1) O2[0] + (2) Deisopropylatrazine[0] => (2) Acetaldehyde[0] + (2) Deisopropyldeethylatrazine[0]	-83.580	45.070	-66.350	128.650	o2	4	5	C;Cl;H;N;O	R05567	R05567	1	1	0	2	2	83.580	128.650	17.230	111.420
rxn05070	squalene mutase (cyclizing)	5.4.99.17	OK	(1) Supraene[0] => (1) Diploptene[0]	-119.150	-247.590	-16.800	230.790		2	30	C;H	R07322	R07322	1	1	0	5	1	247.590	128.440	102.350	230.790
rxn04179	Geranylgeranyl-diphosphate diphosphate-lyase (cyclizing, taxadiene forming)	4.2.3.17	OK	(1) Geranylgeranyl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Taxa-4,11-diene[0]	-81.880	-210.280	-39.210	171.070	h;ppi	4	20	C;H;O;P	R06305	R06305	1	1	0	3	1	210.280	128.400	42.670	171.070
rxn04779	R06970	3.5.4.-	CI:-1	(1) H2O[0] + (1) H+[0] + (1) Cyromazine[0] => (1) NH3[0] + (1) N-Cyclopropylammeline[0]	3.510	131.870	21.400	128.360	h;h2o;nh3	5	6	C;H;N;O	R06970	R06970	1	1	0	4	2	131.870	128.360	17.890	110.470
rxn05941	[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase	2.7.1.59;3.2.1.14;4.1.3.3;4.2.1.66;5.1.3.8	MI:C:8/H:13/N:1/O:5	(1) H2O[0] => (1) N-Acetyl-D-glucosamine[0]	-155.940	-28.950	-6.140	149.800	h2o	2	8	C;H;N;O	R01201;R01207;R01408;R01410;R01811	R01201;R01206;R01207;R01408;R01410;R01811	1	35	0	1	4	155.940	126.990	149.800	22.810
rxn16163	R09314	1.14.14.-	CI:2	(1) O2[0] + (1) FMNH2[0] + (1) 5-Deoxodihydrokalafungin[0] => (1) H2O[0] + (1) FMN[0] + (2) H+[0] + (1) Dihydrokalafungin[0]	-59.890	-186.820	-97.130	126.930	fmn;fmnh2;h;h2o;o2	7	17	C;H;N;O;P	R09314	R09314	1	1	0	12	6	186.820	126.930	37.240	89.690
rxn04327	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, lupeol-forming)	5.4.99.41	OK	(1) Squalene 2,3-oxide[0] => (1) Lupeol[0]	-120.300	-245.380	-26.710	218.670		2	30	C;H;O	R06466	R06466	1	1	0	6	4	245.380	125.080	93.590	218.670
rxn03854	R05568	1.14.15.-	OK	(1) O2[0] + (2) Deethylatrazine[0] => (2) Acetone[0] + (2) Deisopropyldeethylatrazine[0]	-93.440	31.180	-70.920	124.620	o2	4	6	C;Cl;H;N;O	R05568	R05568	1	1	0	2	2	93.440	124.620	22.520	102.100
rxn16591	(3S)-2,3-epoxy-2,3-dihydrosqualene hydro-lyase (lupan-3beta,20-diol forming)	4.2.1.128	OK	(1) Lupan-3beta,20-diol[0] <= (1) H2O[0] + (1) Squalene 2,3-oxide[0]	124.210	246.360	11.510	234.850	h2o	3	30	C;H;O	R09743	R09743	1	1	0	6	4	246.360	122.150	112.700	234.850
rxn05071	squalene mutase (cyclizing)	4.2.1.129	OK	(1) H2O[0] + (1) Supraene[0] => (1) 22-Hopanol[0]	-126.740	-248.570	1.350	249.920	h2o	3	30	C;H;O	R07323	R07323	1	1	0	5	2	248.570	121.830	128.090	249.920
rxn25019	gamma-muurolene synthase	4.2.3.-;4.2.3.126	OK	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) (+)-gamma-muurolene[0]	-27.760	-148.780	-24.610	124.170	h;ppi	4	15	C;H;O;P	R10005	R10005	1	7	0	2	1	148.780	121.020	3.150	124.170
rxn16452	(2Z,6E)-farnesyl-diphosphate diphosphate-lyase [(-)-gamma-cadinene-forming]	4.2.3.62	OK	(1) (2Z,6E)-Farnesyl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) (-)-gamma-Cadinene[0]	-27.760	-148.780	-24.080	124.700	h;ppi	4	15	C;H;O;P	R09610	R09610	1	1	0	2	1	148.780	121.020	3.680	124.700
rxn16730	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(+)-gamma-cadinene-forming]	4.2.3.92	OK	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) (+)-gamma-Cadinene[0]	-27.760	-148.780	-24.360	124.420	h;ppi	4	15	C;H;O;P	R09892	R09892	1	1	0	2	1	148.780	121.020	3.400	124.420
rxn22784	squalene hydro-lyase (tetrahymanol forming)	4.2.1.123	OK	(1) Tetrahymanol[0] <= (1) H2O[0] + (1) Supraene[0]	126.690	246.680	-3.350	250.030	h2o	3	30	C;H;O	R02875	R02875	1	8	0	5	2	246.680	119.990	130.040	250.030
rxn02064	squalene hydro-lyase (tetrahymanol forming)	4.2.1.123	OK	(1) H2O[0] + (1) Supraene[0] => (1) Tetrahymanol[0]	-126.690	-246.680	-3.350	243.330	h2o	3	30	C;H;O	R02875	R02875	1	8	0	5	2	246.680	119.990	123.340	243.330
rxn16529	geranylgeranyl-diphosphate diphosphate-lyase (elisabethatriene-forming)	4.2.3.41	OK	(1) Geranylgeranyl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Elisabethatriene[0]	-25.340	-144.260	-21.190	123.070	h;ppi	4	20	C;H;O;P	R09685	R09685	1	1	0	2	1	144.260	118.920	4.150	123.070
rxn16469	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cis-muuroladiene-forming)	4.2.3.67	OK	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) cis-Muurola-4(14),5-diene[0]	-25.340	-144.260	-14.960	129.300	h;ppi	4	15	C;H;O;P	R09627	R09627	1	1	0	2	1	144.260	118.920	10.380	129.300
rxn06063	beta-D-glucosaminide glucosaminohydrolase	2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8	MI:C:-6/H:-12/N:-1/O:-4|CI:-1	(1) GLUM[0] <= (1) H2O[0]	126.340	9.740	-6.140	132.480	h2o	2	6	C;H;N;O	R01201;R01207;R01408;R01410;R01811	R01201;R01206;R01207;R01408;R01410;R01811;R01966	1	35	0	1	4	126.340	116.600	132.480	15.880
rxn14329	Isomaltose 6-alpha-D-glucanohydrolase	3.2.1.10	MI:C:-6/H:-12/O:-6	(1) H2O[0] + (1) Brachiose[0] <= (1) D-Glucose[0]	215.170	100.090	2.660	212.510	h2o	3	12	C;H;O	R01718	R01718	1	3	0	3	3	215.170	115.080	212.510	97.430
rxn02851	anhydrotetracycline,NADPH:oxygen oxidoreductase (6-hydroxylating)	1.14.13.38	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Anhydrotetracycline[0] => (1) H2O[0] + (1) NADP[0] + (1) 12-Dehydrotetracycline[0]	-62.830	-175.490	-110.410	112.660	h;h2o;nadp;nadph;o2	7	22	C;H;N;O;P	R04060	R04060	1	1	0	18	4	175.490	112.660	47.580	65.080
rxn16055	anhydrochlortetracycline,NADPH:oxygen oxidoreductase (6-hydroxylating)	1.14.13.38	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Anhydrochlortetracycline[0] => (1) H2O[0] + (1) NADP[0] + (1) 5a,11a-Dehydrochlortetracycline[0]	-62.830	-175.460	-107.120	112.630	h;h2o;nadp;nadph;o2	7	22	C;Cl;H;N;O;P	R09193	R09193	1	1	0	18	4	175.460	112.630	44.290	68.340
rxn39759			OK	(1) O2[0] + (1) 5-Deoxodihydrokalafungin[0] => (1) H2O[0] + (1) Dihydrokalafungin[0]	-63.940	-175.570	-86.990	111.630	h2o;o2	4	16	C;H;O	R06696	R06696	1	2	0	6	4	175.570	111.630	23.050	88.580
rxn11887	R08376		OK	(1) Squalene 2,3-oxide[0] => (1) Euphol[0]	-86.570	-198.100	-32.740	165.360		2	30	C;H;O	R08376	R08376	1	1	0	5	4	198.100	111.530	53.830	165.360
rxn02290	(S)-2,3-Epoxysqualene mutase (cyclizing, lanosterol-forming)	5.4.99.7	OK	(1) Squalene 2,3-oxide[0] => (1) Lanosterol[0]	-86.570	-198.100	-31.320	166.780		2	30	C;H;O	R03199	R03199	1	3	0	5	4	198.100	111.530	55.250	166.780
rxn20025	oxidosqualene-lanosterol cyclase	5.4.99.7	OK	(1) Squalene 2,3-oxide[0] => (1) Lanosterol[0]	-86.570	-198.100	-31.320	166.780		2	30	C;H;O	R03199	R03199	1	3	0	5	4	198.100	111.530	55.250	166.780
rxn20024	oxidosqualene-lanosterol cyclase	5.4.99.7	OK	(1) Squalene 2,3-oxide[0] => (1) Lanosterol[0]	-86.570	-198.100	-31.320	166.780		2	30	C;H;O	R03199	R03199	1	3	0	5	4	198.100	111.530	55.250	166.780
rxn01661	2-trans,6-trans-Farnesyl-diphosphate diphosphate-lyase (cyclizing, (+)-delta-cadinene-forming)	4.2.3.13	OK	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) (+)-delta-Cadinene[0]	-44.580	-155.060	-31.150	123.910	h;ppi	4	15	C;H;O;P	R02311	R02311	1	1	0	2	1	155.060	110.480	13.430	123.910
rxn16735	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (-)-delta-cadinene-forming]	4.2.3.97	OK	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) (-)-delta-Cadinene[0]	-44.580	-155.060	-31.390	123.670	h;ppi	4	15	C;H;O;P	R09897	R09897	1	1	0	2	1	155.060	110.480	13.190	123.670
rxn16810	geranyl-diphosphate diphosphate-lyase [cyclizing, (+)-car-3-ene-forming]	4.2.3.107	OK	(1) Geranyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) (+)-3-Carene[0]	-33.350	-142.270	-30.170	112.100	h;ppi	4	10	C;H;O;P	R09963	R09963	1	1	0	2	1	142.270	108.920	3.180	112.100
rxn12057	R08395	4.2.3.-	OK	(1) Geranyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Car-3-ene[0]	-33.350	-142.270	-30.050	112.220	h;ppi	4	10	C;H;O;P	R08395	R08395	1	1	0	2	1	142.270	108.920	3.300	112.220
